,athlete_id,region,age,height,weight,pullups,experience,is_male,experience_level,diet,athletic_background,workout_schedule,BMI,total_lift
170036,110617.0,South Central,43.0,72.0,235.0,15.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,31.868248456790123,1155.0
170040,532780.0,Southern California,26.0,71.0,215.0,15.0,Beginner with coach,1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,29.983138266217022,1090.0
170041,163264.0,Australia,50.0,69.0,212.0,18.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Professional Sports,Single workout per day,31.30350766645663,866.0
170096,167214.0,Northern California,50.0,71.0,220.0,50.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,30.68042055147788,1100.0
170098,171947.0,Central East,27.0,75.0,225.0,33.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,28.12,1485.0
170179,123394.0,Europe,42.0,74.0,180.0,11.0,Beginner with coach,1,Proficient,Normal Diet,Recreational Sports,Single workout per day,23.10810810810811,815.0
170181,172674.0,Europe,37.0,70.0,165.0,37.0,Beginner with coach,1,Proficient,Normal Diet,Recreational Sports,Single workout per day,23.672448979591838,816.0
170183,230364.0,Europe,30.0,69.0,170.0,40.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Single workout per day,25.101869355177485,952.0
170193,293043.0,Europe,38.0,70.0,191.0,25.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,27.40265306122449,992.0
170195,304304.0,Europe,30.0,70.0,187.0,22.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,26.828775510204082,729.0
170199,315855.0,Europe,28.0,70.0,167.0,20.0,Beginner with coach,1,Amateur,Not Provided,College or High School Sports,Not Provided,23.95938775510204,727.0
170211,227429.0,Europe,26.0,70.0,211.0,22.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Single workout per day,30.27204081632653,1422.0
170271,234660.0,Europe,49.0,72.0,161.0,40.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,21.833140432098766,884.0
170289,381472.0,Europe,24.0,70.0,180.0,12.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,25.824489795918367,904.0
170290,268464.0,South West,40.0,76.0,218.0,12.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,26.532894736842106,745.0
170337,253233.0,Latin America,23.0,71.0,160.0,34.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,22.31303312834755,930.0
170350,523495.0,Southern California,25.0,71.0,175.0,14.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,24.404879984130133,800.0
170370,163968.0,South West,34.0,69.0,160.0,37.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Single workout per day,23.625288804872927,900.0
170384,329280.0,South West,45.0,72.0,175.0,15.0,Beginner without coach,1,Proficient,Normal Diet,College or High School Sports,Single workout per day,23.73167438271605,870.0
170387,138503.0,South Central,33.0,77.0,310.0,13.0,Beginner with coach,1,Proficient,Normal Diet,Recreational Sports,Single workout per day,36.75662000337325,1487.0
170395,318087.0,Europe,30.0,68.0,145.0,21.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,22.04476643598616,800.0
170440,91121.0,South West,49.0,69.0,215.0,32.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Single workout per day,31.746481831547992,970.0
170452,304721.0,North East,20.0,69.0,205.0,15.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,30.269901281243435,1430.0
170479,264856.0,South East,38.0,69.0,190.0,30.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,28.0550304557866,1345.0
170508,464761.0,Europe,36.0,71.0,165.0,15.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,23.01031541360841,706.0
170549,451194.0,Europe,23.0,69.0,162.0,17.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Single workout per day,23.920604914933836,1058.0
170553,236401.0,Mid Atlantic,38.0,60.0,140.0,5.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,College or High School Sports,Single workout per day,27.33888888888889,620.0
170573,548723.0,South Central,37.0,64.0,170.0,5.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,29.17724609375,380.0
170587,619969.0,South East,34.0,63.0,117.0,15.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,20.723356009070294,445.0
171000,535480.0,Europe,29.0,66.0,138.0,5.0,Beginner without coach,0,Amateur,Normal Diet,Recreational Sports,Flexible,22.271349862258955,436.0
171012,51982.0,North East,36.0,67.0,145.0,20.0,Beginner with coach,0,Amateur,Normal Diet,College or High School Sports,Single workout per day,22.707730006683004,800.0
171017,148487.0,North East,31.0,69.0,156.0,22.0,Beginner with coach,0,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,23.034656584751104,840.0
171021,149779.0,Central East,26.0,63.0,125.0,25.0,Beginner with coach,0,Amateur,Not Provided,Recreational Sports,Single workout per day,22.140337616528093,710.0
171036,157760.0,North Central,23.0,59.0,114.0,29.0,Beginner with coach,0,Amateur,Not Provided,Recreational Sports,Not Provided,23.022694627980464,663.0
171037,205567.0,North Central,36.0,62.0,128.0,10.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,College or High School Sports,Single workout per day,23.40894901144641,745.0
171043,255138.0,Latin America,30.0,75.0,198.0,10.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,24.7456,748.0
171083,247788.0,Europe,37.0,73.0,254.0,7.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,33.507599924939015,859.0
171090,314701.0,North East,34.0,72.0,183.0,26.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,24.816550925925927,1000.0
171092,370096.0,Asia,35.0,69.0,149.0,26.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,22.00105019953791,815.0
171096,467565.0,Africa,25.0,74.0,242.0,20.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,31.06756756756757,1173.0
171098,483777.0,Europe,30.0,72.0,203.0,64.0,Beginner with coach,1,Amateur,Normal Diet,Professional Sports,Multiple workouts per day,27.528742283950617,1014.0
171115,297443.0,Europe,41.0,71.0,198.0,40.0,Not Provided,1,Not Provided,Normal Diet,Not Provided,Not Provided,27.612378496330095,1157.0
171131,95145.0,South West,31.0,77.0,250.0,20.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Single workout per day,29.64243548659133,1409.0
171135,137569.0,Mid Atlantic,28.0,75.0,335.0,4.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Single workout per day,41.867555555555555,1600.0
171143,229482.0,Africa,29.0,67.0,175.0,10.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,27.40588104254845,830.0
171164,132682.0,North Central,29.0,68.0,205.0,41.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,31.16673875432526,1467.0
171170,188337.0,North Central,35.0,76.0,265.0,15.0,Beginner with coach,1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,32.25328947368421,1487.0
171184,355153.0,South West,40.0,72.0,263.0,5.0,Beginner with coach,1,Amateur,Not Provided,Recreational Sports,Single workout per day,35.66531635802469,1590.0
171192,488818.0,Latin America,32.0,72.0,220.0,5.0,Beginner with coach,1,Amateur,Normal Diet,Professional Sports,Single workout per day,29.834104938271604,979.0
171196,508774.0,Latin America,36.0,71.0,256.0,21.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,35.70085300535608,1299.0
171218,472711.0,Central East,20.0,70.0,154.0,12.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,22.094285714285714,820.0
171285,179323.0,Canada West,52.0,72.0,195.0,18.0,Beginner with coach,1,Proficient,Normal Diet,Not Provided,Single workout per day,26.44386574074074,810.0
171291,320293.0,Canada East,30.0,73.0,183.0,5.0,Beginner with coach,1,Amateur,Not Provided,College or High School Sports,Not Provided,24.14130230812535,640.0
171343,118444.0,Mid Atlantic,36.0,67.0,148.0,36.0,Not Provided,1,Proficient,Not Provided,Not Provided,Flexible,23.17754511026955,730.0
171357,420898.0,North Central,32.0,68.0,195.0,27.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Not Provided,29.646410034602077,1135.0
171403,10908.0,North East,35.0,72.0,205.0,25.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,27.799961419753085,1300.0
171430,492167.0,Europe,37.0,73.0,183.0,25.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,24.14130230812535,749.0
171463,607186.0,Europe,34.0,71.0,170.0,7.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,23.70759769886927,756.0
171480,476425.0,Europe,35.0,78.0,213.0,20.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,24.611932938856015,1010.0
171589,234684.0,Southern California,46.0,74.0,175.0,20.0,Beginner with coach,1,Amateur,Normal Diet,Not Provided,Single workout per day,22.466216216216218,740.0
171590,252200.0,North Central,39.0,72.0,165.0,33.0,Beginner with coach,1,Amateur,Normal Diet,College or High School Sports,Single workout per day,22.375578703703702,850.0
171602,491184.0,Southern California,28.0,69.0,170.0,19.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,25.101869355177485,955.0
171643,30439.0,North East,50.0,75.0,254.0,11.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,31.744355555555554,960.0
171644,66103.0,South West,42.0,72.0,190.0,38.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Single workout per day,25.765817901234566,1150.0
171648,281722.0,North West,44.0,62.0,165.0,30.0,Beginner with coach,1,Amateur,Not Provided,Recreational Sports,Single workout per day,30.175598335067637,990.0
171654,446633.0,Europe,42.0,70.0,172.0,15.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,24.676734693877552,688.0
171718,112036.0,Southern California,42.0,66.0,155.0,20.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,25.014921946740127,859.0
171800,470624.0,Europe,30.0,67.0,156.0,16.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,24.430385386500333,920.0
171801,474914.0,Europe,29.0,72.0,180.0,18.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,24.40972222222222,1003.0
171805,503674.0,Europe,25.0,72.0,178.0,8.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,24.138503086419753,727.0
171832,618140.0,Europe,32.0,71.0,165.0,15.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,23.01031541360841,914.0
171897,68228.0,Southern California,50.0,71.0,183.0,6.0,Beginner with coach,1,Not Provided,Normal Diet,Not Provided,Not Provided,25.52053164054751,805.0
171960,66998.0,Northern California,48.0,67.0,155.0,32.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,24.273780351971485,820.0
172011,281613.0,South West,31.0,75.0,265.0,6.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,33.11911111111111,1480.0
172024,195922.0,Southern California,33.0,72.0,285.0,1.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Single workout per day,38.648726851851855,990.0
172082,531838.0,South Central,23.0,71.0,180.0,8.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,25.102162269390995,645.0
172103,590787.0,Europe,26.0,71.0,207.0,8.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,28.86748660979964,826.0
172114,230267.0,Asia,24.0,66.0,162.0,30.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,26.144628099173552,800.0
172184,398297.0,Africa,32.0,69.0,176.0,30.0,Beginner without coach,1,Amateur,Not Provided,Recreational Sports,Single workout per day,25.98781768536022,727.0
172251,252304.0,North East,44.0,75.0,205.0,18.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Single workout per day,25.620444444444445,950.0
172254,288667.0,Europe,24.0,73.0,212.0,6.0,Beginner with coach,1,Amateur,Normal Diet,College or High School Sports,Single workout per day,27.96697316569713,915.0
172321,586660.0,Asia,26.0,67.0,181.0,3.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,28.345511249721543,720.0
172337,15639.0,Africa,34.0,61.0,127.0,10.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,23.993818865896266,675.0
172348,113454.0,Mid Atlantic,38.0,60.0,109.0,32.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,21.28527777777778,423.0
172375,223031.0,Canada West,24.0,62.0,143.0,13.0,Beginner with coach,0,Amateur,Normal Diet,College or High School Sports,Single workout per day,26.152185223725287,785.0
172422,544008.0,Canada West,30.0,64.0,127.0,32.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,College or High School Sports,Not Provided,21.797119140625,855.0
172427,30378.0,Latin America,38.0,69.0,162.0,32.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,23.920604914933836,1220.0
172430,12635.0,North West,34.0,69.0,150.0,31.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,22.14870825456837,785.0
172432,21645.0,South West,42.0,69.0,173.0,30.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Multiple workouts per day,25.544843520268852,875.0
172434,24724.0,North Central,32.0,62.0,148.0,28.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,27.06659729448491,943.0
172435,106660.0,Canada West,27.0,63.0,130.0,21.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,23.025951121189216,737.0
172442,104157.0,Mid Atlantic,37.0,63.0,153.0,20.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Single workout per day,27.099773242630384,858.0
172457,153199.0,South West,35.0,64.0,127.0,35.0,Beginner without coach,0,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,21.797119140625,730.0
172464,219415.0,North West,24.0,64.0,135.0,30.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,23.170166015625,795.0
172467,217894.0,Europe,23.0,70.0,170.0,18.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,24.389795918367348,802.0
172469,236115.0,Australia,24.0,65.0,139.0,15.0,Advanced (Trainer/Courses),0,Amateur,Not Provided,Professional Sports,Multiple workouts per day,23.128284023668638,793.0
172473,239506.0,Central East,31.0,67.0,166.0,15.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,25.996435731788818,845.0
172477,243912.0,North Central,24.0,70.0,147.0,30.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,Recreational Sports,Single workout per day,21.09,735.0
172506,407987.0,Canada East,26.0,70.0,150.0,5.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,21.520408163265305,645.0
172510,477982.0,Australia,21.0,65.0,143.0,12.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,23.793846153846154,769.0
172529,38707.0,Central East,18.0,63.0,145.0,30.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,25.68279163517259,825.0
172533,97487.0,Canada East,34.0,63.0,145.0,21.0,Not Provided,0,Proficient,Not Provided,Not Provided,Single workout per day,25.68279163517259,730.0
172535,104505.0,South East,22.0,66.0,165.0,16.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,26.62878787878788,998.0
172538,48132.0,Europe,44.0,67.0,143.0,25.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,22.394519937625308,863.0
172539,121194.0,Southern California,24.0,63.0,128.0,32.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,22.671705719324766,775.0
172542,129805.0,South East,31.0,66.0,155.0,26.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,25.014921946740127,981.0
172551,105149.0,Central East,24.0,64.0,148.0,29.0,Beginner with coach,0,Proficient,Normal Diet,Professional Sports,Single workout per day,25.4013671875,710.0
172560,238240.0,Northern California,28.0,62.0,128.0,21.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,23.40894901144641,772.0
172568,174614.0,Northern California,33.0,62.0,135.0,10.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,24.689125910509887,735.0
172575,266610.0,North West,26.0,68.0,151.0,25.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,22.95696366782007,790.0
172578,244714.0,Canada East,35.0,68.0,148.0,10.0,Beginner with coach,0,Not Provided,Not Provided,Not Provided,Not Provided,22.500865051903116,650.0
172580,258323.0,Europe,24.0,67.0,136.0,14.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Flexible,21.298284695923368,778.0
172584,289224.0,Canada East,44.0,66.0,140.0,35.0,Beginner with coach,0,Proficient,Normal Diet,Not Provided,Single workout per day,22.594123048668504,690.0
172591,353812.0,Latin America,25.0,65.0,120.0,16.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,19.966863905325443,600.0
172622,20176.0,Southern California,48.0,69.0,143.0,20.0,Beginner without coach,0,Not Provided,Normal Diet,Recreational Sports,Flexible,21.11510186935518,795.0
172627,591544.0,South West,35.0,60.0,129.0,25.0,Beginner without coach,0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,25.190833333333334,620.0
172635,12887.0,South East,36.0,64.0,135.0,29.0,Beginner with coach,0,Proficient,Normal Diet,College or High School Sports,Single workout per day,23.170166015625,695.0
172642,107696.0,Europe,29.0,68.0,150.0,15.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,Recreational Sports,Single workout per day,22.80493079584775,743.0
172648,113408.0,North Central,28.0,66.0,161.0,19.0,Not Provided,0,Proficient,Normal Diet,Recreational Sports,Single workout per day,25.983241505968778,815.0
172650,117111.0,North East,26.0,64.0,150.0,25.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,25.74462890625,885.0
172651,138308.0,Australia,26.0,62.0,119.0,38.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Single workout per day,21.763007284079084,770.0
172652,120100.0,Mid Atlantic,27.0,64.0,115.0,25.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Single workout per day,19.737548828125,713.0
172654,128025.0,North Central,31.0,62.0,141.0,15.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Single workout per day,25.786420395421437,790.0
172664,236863.0,Australia,30.0,66.0,137.0,25.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,22.109963269054177,727.0
172677,283251.0,Southern California,29.0,63.0,105.0,26.0,Beginner with coach,0,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,18.597883597883598,665.0
172694,337613.0,Europe,28.0,60.0,130.0,20.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,25.386111111111113,727.0
172695,417449.0,Europe,28.0,63.0,127.0,17.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,22.494583018392543,656.0
172703,474032.0,South West,37.0,63.0,137.0,21.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,24.26581002771479,750.0
172704,482213.0,Southern California,24.0,63.0,118.0,17.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,20.90047871000252,575.0
172719,25107.0,South East,43.0,63.0,137.0,31.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Single workout per day,24.26581002771479,735.0
172723,42265.0,Mid Atlantic,54.0,65.0,143.0,30.0,Beginner with coach,0,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,23.793846153846154,760.0
172727,65183.0,South Central,42.0,63.0,113.0,35.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,20.014865205341398,710.0
172731,102991.0,Mid Atlantic,31.0,63.0,130.0,20.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Single workout per day,23.025951121189216,705.0
172735,139820.0,Northern California,36.0,68.0,140.0,22.0,Beginner with coach,0,Amateur,Normal Diet,College or High School Sports,Single workout per day,21.284602076124568,600.0
172738,6973.0,Canada East,52.0,64.0,128.0,20.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Single workout per day,21.96875,695.0
172748,99885.0,North East,28.0,59.0,112.0,22.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Flexible,22.618787704682564,735.0
172760,250747.0,North West,34.0,66.0,150.0,25.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,24.207988980716255,708.0
172768,236871.0,North Central,34.0,64.0,140.0,32.0,Beginner with coach,0,Amateur,Normal Diet,College or High School Sports,Single workout per day,24.0283203125,815.0
172779,285612.0,Central East,34.0,63.0,134.0,10.0,Beginner with coach,0,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,23.734441924918116,665.0
172786,314663.0,South East,27.0,64.0,135.0,23.0,Beginner with coach,0,Amateur,Normal Diet,College or High School Sports,Single workout per day,23.170166015625,710.0
172809,4714.0,North West,28.0,64.0,155.0,18.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,Recreational Sports,Flexible,26.602783203125,917.0
172815,25576.0,North East,43.0,65.0,128.0,13.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Not Provided,Not Provided,21.297988165680472,655.0
172834,36396.0,North Central,30.0,64.0,129.0,21.0,Beginner with coach,0,Not Provided,Normal Diet,Recreational Sports,Multiple workouts per day,22.140380859375,715.0
172836,58658.0,North East,34.0,61.0,126.0,10.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,23.804891158290783,720.0
172856,218947.0,Mid Atlantic,41.0,63.0,135.0,20.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Multiple workouts per day,23.91156462585034,760.0
172861,241032.0,South Central,31.0,62.0,140.0,25.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,25.60353798126951,690.0
172862,240814.0,South Central,32.0,65.0,130.0,20.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,21.630769230769232,645.0
172872,285839.0,North East,32.0,66.0,140.0,24.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,Recreational Sports,Single workout per day,22.594123048668504,687.0
172880,314680.0,North Central,28.0,65.0,128.0,20.0,Beginner with coach,0,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,21.297988165680472,725.0
172884,323707.0,Mid Atlantic,36.0,63.0,146.0,10.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,25.85991433610481,780.0
172890,355340.0,South Central,27.0,59.0,104.0,25.0,Beginner with coach,0,Proficient,Not Provided,Recreational Sports,Not Provided,21.00316001149095,585.0
172892,376578.0,South East,39.0,62.0,124.0,27.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Single workout per day,22.677419354838708,670.0
172902,508786.0,Europe,43.0,66.0,130.0,43.0,Not Provided,0,Proficient,Not Provided,Not Provided,Not Provided,20.980257116620752,666.0
172917,5872.0,South East,42.0,65.0,128.0,30.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Single workout per day,21.297988165680472,660.0
172919,13736.0,North East,42.0,66.0,140.0,33.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,College or High School Sports,Single workout per day,22.594123048668504,630.0
172934,36964.0,North East,36.0,62.0,146.0,25.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,College or High School Sports,Flexible,26.700832466181062,893.0
172939,134539.0,North West,31.0,62.0,130.0,36.0,Beginner with coach,0,Amateur,Normal Diet,College or High School Sports,Single workout per day,23.77471383975026,830.0
172944,75505.0,North East,32.0,63.0,155.0,23.0,Beginner with coach,0,Proficient,Not Provided,College or High School Sports,Not Provided,27.454018644494834,910.0
172950,97505.0,Northern California,53.0,66.0,123.0,30.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,19.850550964187327,687.0
172958,143997.0,Northern California,33.0,59.0,119.0,22.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Single workout per day,24.03246193622522,775.0
172968,184925.0,South West,34.0,69.0,166.0,16.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,24.511237135055662,710.0
172985,453660.0,North Central,35.0,67.0,140.0,25.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,21.92470483403876,700.0
172998,302372.0,Southern California,24.0,63.0,129.0,15.0,Beginner with coach,0,Amateur,Not Provided,Not Provided,Not Provided,22.848828420256993,725.0
173009,5290.0,Mid Atlantic,33.0,62.0,128.0,48.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Single workout per day,23.40894901144641,780.0
173010,8655.0,Australia,49.0,62.0,125.0,39.0,Not Provided,0,Proficient,Not Provided,Not Provided,Not Provided,22.860301768990634,701.0
173011,10694.0,Australia,25.0,67.0,151.0,15.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,23.647360213856093,817.0
173014,31007.0,South West,30.0,69.0,150.0,15.0,Beginner without coach,0,Expert,Normal Diet,College or High School Sports,Multiple workouts per day,22.14870825456837,760.0
173032,109053.0,South West,27.0,70.0,173.0,25.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,24.820204081632653,925.0
173033,3955.0,Canada West,38.0,65.0,140.0,36.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,23.294674556213018,770.0
173045,55585.0,North West,38.0,65.0,135.0,44.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Flexible,22.462721893491125,756.0
173047,74180.0,Northern California,33.0,65.0,156.0,6.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,25.956923076923076,846.0
173057,119833.0,North West,29.0,65.0,160.0,12.0,Advanced (Trainer/Courses),0,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,26.622485207100592,820.0
173065,182719.0,North East,25.0,65.0,133.0,10.0,Beginner with coach,0,Proficient,Normal Diet,Recreational Sports,Single workout per day,22.12994082840237,835.0
173079,240416.0,North East,26.0,58.0,97.0,31.0,Advanced (Trainer/Courses),0,Amateur,Not Provided,Recreational Sports,Single workout per day,20.270808561236624,665.0
173088,275771.0,North East,21.0,63.0,125.0,23.0,Beginner with coach,0,Amateur,Normal Diet,Recreational Sports,Single workout per day,22.140337616528093,683.0
173092,442949.0,South East,30.0,67.0,132.0,30.0,Advanced (Trainer/Courses),0,Amateur,Normal Diet,College or High School Sports,Single workout per day,20.671864557807975,836.0
173093,468509.0,Europe,21.0,67.0,147.0,20.0,Beginner without coach,0,Amateur,Normal Diet,Professional Sports,Single workout per day,23.0209400757407,807.0
173106,10026.0,South East,43.0,66.0,140.0,20.0,Advanced (Trainer/Courses),0,Expert,Normal Diet,Recreational Sports,Single workout per day,22.594123048668504,750.0
173125,542944.0,South Central,20.0,69.0,180.0,10.0,Not Provided,0,Not Provided,Not Provided,Not Provided,Not Provided,26.578449905482042,875.0
